7.194230000000000243e-03 -1.560972467524987806e-01 1.569636104718639402e-01
5.955310000000000117e-03 -1.517378208143785601e-01 1.468322571369508611e-01
8.917400000000000673e-03 -1.277771613053029498e-01 1.202158481135999074e-01
1.068610000000000046e-02 -5.733689593460387923e-02 1.073136242268543511e-01
1.068550000000000055e-02 -5.691927079098042103e-02 9.294790558652828161e-02
1.141750000000000057e-02 -2.245072203607529834e-02 8.818593494409171507e-02
1.141400000000000053e-02 -2.172344738560280306e-02 8.049459220189375541e-02
9.598940000000000250e-03 -1.096368367197559923e-01 6.657424137818694632e-02
1.203949999999999985e-02 1.332270639684729127e-02 7.284463340151541011e-02
1.250659999999999966e-02 3.886343578710679120e-02 7.146512761578206752e-02
4.175280000000000180e-04 4.487354511717756012e-02 2.620910155067620803e-02
4.174970000000000178e-04 4.487448965293824171e-02 2.498891428491013811e-02
6.279929999999999757e-04 3.408464842630620079e-02 2.655394615523640547e-02
8.625020000000000169e-04 2.606530604900285722e-02 2.734627189038758843e-02
8.625969999999999948e-04 2.606293311401179646e-02 2.635211965512590515e-02
1.336640000000000050e-03 1.012558161579922913e-02 2.819897367529902721e-02
1.874889999999999933e-03 -1.425125357786632616e-02 2.921396558680896746e-02
1.875039999999999910e-03 -1.425849323256208126e-02 2.834213367500967515e-02
2.355729999999999890e-03 -4.021886947730266004e-02 2.874253032980820383e-02
2.987420000000000180e-03 -7.226324592108927802e-02 2.929791442730376658e-02
2.987280000000000144e-03 -7.226709467571416912e-02 2.855573172732570400e-02
3.823399999999999802e-03 -9.856946244001500712e-02 2.923937459767482136e-02
4.487259999999999860e-03 -1.151548274086046098e-01 2.936179807504589803e-02
4.486770000000000168e-03 -1.151836626445496420e-01 2.871504692757700233e-02
9.907219999999999568e-03 -9.482399907888423851e-02 3.655835505838744837e-02
3.295300000000000139e-03 -8.241263243232034574e-02 2.606339328279165188e-02
3.295119999999999907e-03 -8.241322869922960981e-02 2.555714608208753055e-02
3.712159999999999939e-03 -9.467280951813394907e-02 2.564634685652848398e-02
4.198419999999999583e-03 -1.113633186370077410e-01 2.569603781874227333e-02
4.199040000000000238e-03 -1.113482012056177251e-01 2.526231375518226546e-02
4.896730000000000180e-03 -1.253026387205506131e-01 2.552541698582627000e-02
4.896030000000000000e-03 -1.253090813055752484e-01 2.510872363187608911e-02
2.817229999999999995e-03 -6.618187144651697940e-02 2.231454468400948660e-02
1.313229999999999953e-02 9.691626448768042579e-02 4.038159755913027504e-02
8.846970000000000441e-05 5.291183158598910391e-02 8.226767664492632207e-03
8.867350000000000405e-05 5.299662054504397646e-02 8.116785197705160895e-03
8.806059999999999168e-06 -1.395086675562718639e-03 -4.756991784662616802e-04
8.807789999999999912e-06 -1.393075028143128148e-03 -4.685010436751005022e-04
